1,0.05
1,0.10
1,0.15
1,0.20
1,0.25
1,0.30
1,0.35
1,0.40
1,0.45
1,0.50
1,0.55
1,0.60
1,0.65
1,0.70
1,0.75
1,0.80
1,0.85
1,0.90
1,0.95
1,1.00
3,0.05
3,0.10
3,0.15
3,0.20
3,0.25
3,0.30
3,0.35
3,0.40
3,0.45
3,0.50
3,0.55
3,0.60
3,0.65
3,0.70
3,0.75
3,0.80
3,0.85
3,0.90
3,0.95
3,1.00
5,0.05
5,0.10
5,0.15
5,0.20
5,0.25
5,0.30
5,0.35
5,0.40
5,0.45
5,0.50
5,0.55
5,0.60
5,0.65
5,0.70
5,0.75
5,0.80
5,0.85
5,0.90
5,0.95
5,1.00
7,0.05
7,0.10
7,0.15
7,0.20
7,0.25
7,0.30
7,0.35
7,0.40
7,0.45
7,0.50
7,0.55
7,0.60
7,0.65
7,0.70
7,0.75
7,0.80
7,0.85
7,0.90
7,0.95
7,1.00
9,0.05
9,0.10
9,0.15
9,0.20
9,0.25
9,0.30
9,0.35
9,0.40
9,0.45
9,0.50
9,0.55
9,0.60
9,0.65
9,0.70
9,0.75
9,0.80
9,0.85
9,0.90
9,0.95
9,1.00
11,0.05
11,0.10
11,0.15
11,0.20
11,0.25
11,0.30
11,0.35
11,0.40
11,0.45
11,0.50
11,0.55
11,0.60
11,0.65
11,0.70
11,0.75
11,0.80
11,0.85
11,0.90
11,0.95
11,1.00
13,0.05
13,0.10
13,0.15
13,0.20
13,0.25
13,0.30
13,0.35
13,0.40
13,0.45
13,0.50
13,0.55
13,0.60
13,0.65
13,0.70
13,0.75
13,0.80
13,0.85
13,0.90
13,0.95
13,1.00
15,0.05
15,0.10
15,0.15
15,0.20
15,0.25
15,0.30
15,0.35
15,0.40
15,0.45
15,0.50
15,0.55
15,0.60
15,0.65
15,0.70
15,0.75
15,0.80
15,0.85
15,0.90
15,0.95
15,1.00
17,0.05
17,0.10
17,0.15
17,0.20
17,0.25
17,0.30
17,0.35
17,0.40
17,0.45
17,0.50
17,0.55
17,0.60
17,0.65
17,0.70
17,0.75
17,0.80
17,0.85
17,0.90
17,0.95
17,1.00
19,0.05
19,0.10
19,0.15
19,0.20
19,0.25
19,0.30
19,0.35
19,0.40
19,0.45
19,0.50
19,0.55
19,0.60
19,0.65
19,0.70
19,0.75
19,0.80
19,0.85
19,0.90
19,0.95
19,1.00
21,0.05
21,0.10
21,0.15
21,0.20
21,0.25
21,0.30
21,0.35
21,0.40
21,0.45
21,0.50
21,0.55
21,0.60
21,0.65
21,0.70
21,0.75
21,0.80
21,0.85
21,0.90
21,0.95
21,1.00
23,0.05
23,0.10
23,0.15
23,0.20
23,0.25
23,0.30
23,0.35
23,0.40
23,0.45
23,0.50
23,0.55
23,0.60
23,0.65
23,0.70
23,0.75
23,0.80
23,0.85
23,0.90
23,0.95
23,1.00
25,0.05
25,0.10
25,0.15
25,0.20
25,0.25
25,0.30
25,0.35
25,0.40
25,0.45
25,0.50
25,0.55
25,0.60
25,0.65
25,0.70
25,0.75
25,0.80
25,0.85
25,0.90
25,0.95
25,1.00
27,0.05
27,0.10
27,0.15
27,0.20
27,0.25
27,0.30
27,0.35
27,0.40
27,0.45
27,0.50
27,0.55
27,0.60
27,0.65
27,0.70
27,0.75
27,0.80
27,0.85
27,0.90
27,0.95
27,1.00
29,0.05
29,0.10
29,0.15
29,0.20
29,0.25
29,0.30
29,0.35
29,0.40
29,0.45
29,0.50
29,0.55
29,0.60
29,0.65
29,0.70
29,0.75
29,0.80
29,0.85
29,0.90
29,0.95
29,1.00
31,0.05
31,0.10
31,0.15
31,0.20
31,0.25
31,0.30
31,0.35
31,0.40
31,0.45
31,0.50
31,0.55
31,0.60
31,0.65
31,0.70
31,0.75
31,0.80
31,0.85
31,0.90
31,0.95
31,1.00
33,0.05
33,0.10
33,0.15
33,0.20
33,0.25
33,0.30
33,0.35
33,0.40
33,0.45
33,0.50
33,0.55
33,0.60
33,0.65
33,0.70
33,0.75
33,0.80
33,0.85
33,0.90
33,0.95
33,1.00
35,0.05
35,0.10
35,0.15
35,0.20
35,0.25
35,0.30
35,0.35
35,0.40
35,0.45
35,0.50
35,0.55
35,0.60
35,0.65
35,0.70
35,0.75
35,0.80
35,0.85
35,0.90
35,0.95
35,1.00
37,0.05
37,0.10
37,0.15
37,0.20
37,0.25
37,0.30
37,0.35
37,0.40
37,0.45
37,0.50
37,0.55
37,0.60
37,0.65
37,0.70
37,0.75
37,0.80
37,0.85
37,0.90
37,0.95
37,1.00
39,0.05
39,0.10
39,0.15
39,0.20
39,0.25
39,0.30
39,0.35
39,0.40
39,0.45
39,0.50
39,0.55
39,0.60
39,0.65
39,0.70
39,0.75
39,0.80
39,0.85
39,0.90
39,0.95
39,1.00
