27,336,857,0.77
29,132,902,0.84
37,657,995,0.95
25,625,898,0.77
37,191,290,0.6
23,535,772,0.73
26,4,816,0.82
29,245,852,0.89
37,468,985,0.9
21,238,861,0.74
29,952,999,0.87
32,916,957,0.65
26,297,689,0.62
21,167,957,0.89
34,971,1000,0.95
23,959,980,0.62
26,896,983,0.6
33,804,851,0.62
25,103,536,0.75
28,887,934,0.7
21,220,406,0.61
34,8,614,0.74
25,653,763,0.63
31,165,903,0.83
37,763,954,0.82
34,689,788,0.79
38,55,527,0.75
38,631,994,0.81
37,469,758,0.66
33,963,982,0.77
36,93,892,0.6
30,679,860,0.77
26,602,966,0.84
39,100,559,0.63
31,689,734,0.87
28,899,929,0.62
24,83,955,0.6
22,13,225,0.6
33,517,635,0.66
21,369,372,0.81
30,309,823,0.9
25,515,731,0.72
37,983,993,0.66
22,580,717,0.69
31,181,737,0.62
20,287,341,0.92
37,396,497,0.75
28,729,838,0.94
39,952,968,0.7
38,211,313,0.78
39,403,531,0.62
39,603,752,0.83
36,334,795,0.67
40,712,759,0.75
33,930,967,0.82
34,924,934,0.74
26,694,967,0.77
36,327,697,0.73
38,677,945,0.63
25,768,817,0.61
29,937,953,0.8
27,27,513,0.89
25,46,280,0.83
26,660,663,0.85
28,34,426,0.85
39,985,1000,0.92
38,801,911,0.75
22,655,953,0.69
37,71,422,0.69
23,631,747,0.94
30,739,741,0.81
32,808,934,0.91
38,153,315,0.88
21,390,572,0.86
22,793,955,0.79
25,71,652,0.6
21,130,521,0.84
37,499,522,0.71
33,787,848,0.77
37,596,812,0.71
28,795,865,0.76
27,680,861,0.83
30,399,685,0.62
28,970,993,0.86
36,757,962,0.87
40,112,463,0.77
25,37,976,0.86
23,148,748,0.73
21,411,494,0.88
39,5,652,0.84
25,844,889,0.6
21,798,942,0.88
33,826,831,0.74
25,481,938,0.7
32,27,177,0.9
24,830,887,0.84
21,735,867,0.93
26,377,447,0.94
29,85,741,0.78
26,754,960,0.69
31,436,524,0.81
39,108,911,0.79
28,153,362,0.76
31,355,854,0.91
35,407,765,0.83
22,497,652,0.8
39,427,445,0.93
39,359,525,0.88
30,563,862,0.63
38,943,947,0.9
39,12,529,0.83
28,650,917,0.8
33,279,885,0.75
33,834,878,0.74
31,444,493,0.86
20,430,450,0.95
30,910,944,0.91
25,910,991,0.74
33,568,955,0.67
20,881,908,0.68
33,305,879,0.91
39,391,879,0.65
33,699,724,0.79
38,264,436,0.9
30,153,347,0.83
31,292,732,0.85
25,413,625,0.88
22,903,930,0.77
36,678,725,0.85
22,946,994,0.78
34,977,979,0.87
37,782,822,0.75
20,326,416,0.76
32,793,879,0.79
39,900,954,0.92
21,809,872,0.68
37,349,456,0.61
40,681,956,0.93
34,918,938,0.91
39,301,351,0.87
21,729,850,0.83
23,532,828,0.6
29,887,899,0.75
33,295,965,0.84
24,555,947,0.8
35,895,984,0.64
23,154,177,0.6
32,610,969,0.86
26,496,625,0.86
22,747,952,0.86
27,585,779,0.63
37,686,769,0.94
23,300,587,0.68
24,706,758,0.78
26,463,960,0.67
20,907,970,0.78
30,103,998,0.72
33,394,397,0.79
30,247,280,0.9
21,317,852,0.95
32,779,940,0.83
33,939,971,0.74
34,441,514,0.75
31,396,636,0.87
30,491,535,0.69
29,638,895,0.95
39,93,958,0.65
40,598,694,0.62
26,814,827,0.72
22,159,210,0.85
21,617,682,0.83
30,285,879,0.89
39,1,641,0.6
22,107,434,0.68
27,250,540,0.75
33,788,844,0.9
35,827,857,0.62
32,702,734,0.63
32,813,965,0.63
35,904,947,0.62
25,732,741,0.75
31,954,963,0.64
33,109,986,0.68
32,817,969,0.77
35,916,992,0.67
31,785,826,0.86
29,584,691,0.63
26,918,956,0.69
36,773,776,0.91
36,325,776,0.7
39,282,402,0.86
30,654,989,0.71
21,792,867,0.81
23,77,218,0.89
26,384,785,0.89
36,375,493,0.83
20,283,741,0.81
26,989,989,0.86
23,435,905,0.72
21,557,677,0.64
34,486,579,0.63
24,135,414,0.94
31,248,576,0.84
31,610,947,0.73
35,157,205,0.72
37,378,983,0.81
27,928,993,0.9
25,286,843,0.85
30,968,983,0.95
30,504,885,0.73
29,133,791,0.8
33,799,842,0.9
38,293,806,0.72
25,171,721,0.79
37,268,396,0.75
29,786,813,0.61
33,30,161,0.85
30,543,913,0.88
30,277,362,0.91
40,943,979,0.63
21,183,207,0.86
23,636,924,0.8
27,822,875,0.71
36,504,632,0.86
23,922,938,0.63
21,770,958,0.86
35,962,979,0.88
28,944,943,0.95
31,347,711,0.7
23,666,894,0.88
27,251,509,0.71
39,757,826,0.81
36,847,985,0.81
21,219,898,0.74
33,784,837,0.79
24,7,768,0.6
28,253,404,0.83
39,7,748,0.88
39,975,977,0.78
37,638,984,0.94
40,68,475,0.71
22,135,832,0.78
39,989,993,0.73
24,447,593,0.76
29,260,358,0.75
30,325,787,0.75
29,794,962,0.87
36,502,778,0.82
22,246,710,0.7
36,268,295,0.7
31,970,991,0.85
31,534,942,0.74
29,209,808,0.79
27,701,732,0.6
32,660,857,0.92
33,526,648,0.61
35,165,398,0.69
31,542,903,0.91
36,970,974,0.93
20,241,246,0.84
39,573,638,0.78
31,189,451,0.85
31,143,468,0.74
32,20,586,0.93
22,733,993,0.81
35,303,622,0.61
28,362,545,0.89
29,807,960,0.7
21,55,657,0.75
39,418,506,0.79
39,661,794,0.69
37,946,966,0.62
23,576,654,0.7
29,347,554,0.76
24,28,668,0.65
36,409,602,0.86
35,174,270,0.66
33,842,922,0.65
35,908,927,0.91
24,837,977,0.78
30,890,896,0.78
33,734,794,0.6
22,770,993,0.73
40,327,418,0.73
31,634,832,0.71
23,153,268,0.85
29,114,735,0.66
36,514,780,0.67
36,527,797,0.75
35,74,625,0.91
29,653,757,0.81
25,800,959,0.94
29,457,782,0.9
20,188,955,0.94
29,811,987,0.84
27,406,666,0.84
29,954,970,0.72
38,546,886,0.64
29,75,688,0.85
39,661,895,0.9
29,459,895,0.89
23,26,80,0.65
23,626,636,0.77
34,115,323,0.7
23,324,866,0.7
36,553,801,0.86
36,901,913,0.88
23,29,151,0.64
22,936,953,0.93
33,873,919,0.68
23,546,661,0.71
20,588,985,0.9
20,635,765,0.64
31,417,718,0.91
23,435,467,0.73
35,96,699,0.7
32,152,521,0.6
24,264,640,0.67
27,748,852,0.62
28,475,908,0.7
